odom_x,odom_y,odom_theta,truth_x,truth_y,truth_theta
9.716104,14.801532,1.198999,3.716481,13.801344,1.198990
9.716153,14.801664,1.199043,3.716530,13.801466,1.199032
9.716203,14.801788,1.199086,3.716579,13.801596,1.199076
9.716251,14.801909,1.199127,3.716628,13.801721,1.199113
9.716301,14.802032,1.199165,3.716676,13.801848,1.199158
9.716351,14.802156,1.199208,3.716726,13.801977,1.199201
9.716400,14.802287,1.199249,3.716776,13.802092,1.199242
9.716448,14.802413,1.199293,3.716824,13.802228,1.199285
9.716497,14.802538,1.199345,3.716873,13.802347,1.199332
9.716547,14.802668,1.199378,3.716923,13.802474,1.199364
9.716594,14.802795,1.199420,3.716971,13.802606,1.199410
9.716647,14.802918,1.199463,3.717022,13.802731,1.199451
9.716695,14.803044,1.199502,3.717071,13.802854,1.199498
9.716743,14.803166,1.199547,3.717119,13.802978,1.199537
9.716791,14.803297,1.199587,3.717168,13.803106,1.199578
9.716841,14.803422,1.199632,3.717218,13.803231,1.199625
9.716889,14.803552,1.199683,3.717266,13.803361,1.199674
9.716939,14.803677,1.199726,3.717315,13.803488,1.199716
9.716987,14.803801,1.199769,3.717358,13.803598,1.199752
9.717037,14.803926,1.199803,3.717413,13.803741,1.199794
9.717085,14.804052,1.199845,3.717462,13.803865,1.199836
9.717135,14.804182,1.199893,3.717511,13.803991,1.199884
9.717184,14.804302,1.199937,3.717561,13.804116,1.199927
9.717233,14.804427,1.199980,3.717609,13.804239,1.199969
9.717282,14.804556,1.200025,3.717658,13.804366,1.200014
9.717332,14.804681,1.200066,3.717706,13.804496,1.200054
9.717374,14.804803,1.200108,3.717752,13.804609,1.200097
9.717430,14.804942,1.200157,3.717808,13.804753,1.200149
9.717479,14.805067,1.200197,3.717854,13.804878,1.200193
9.717528,14.805191,1.200247,3.717904,13.805003,1.200232
9.717576,14.805316,1.200285,3.717953,13.805126,1.200277
9.717625,14.805446,1.200334,3.718001,13.805255,1.200328
9.717674,14.805577,1.200378,3.718051,13.805384,1.200366
9.717717,14.805690,1.200409,3.718093,13.805496,1.200398
9.717766,14.805813,1.200454,3.718143,13.805621,1.200447
9.717822,14.805953,1.200502,3.718198,13.805761,1.200489
9.717864,14.806062,1.200540,3.718240,13.805875,1.200527
9.717913,14.806194,1.200582,3.718289,13.806002,1.200575
9.717963,14.806319,1.200633,3.718338,13.806135,1.200625
9.718011,14.806443,1.200677,3.718386,13.806260,1.200669
9.718059,14.806571,1.200718,3.718435,13.806379,1.200711
9.718108,14.806694,1.200761,3.718484,13.806505,1.200753
9.718157,14.806822,1.200805,3.718532,13.806632,1.200796
9.718204,14.806952,1.200853,3.718582,13.806753,1.200840
9.718256,14.807074,1.200895,3.718631,13.806885,1.200886
9.718302,14.807197,1.200940,3.718680,13.807010,1.200932
9.718353,14.807324,1.200984,3.718729,13.807141,1.200975
9.718401,14.807455,1.201032,3.718776,13.807268,1.201025
9.718449,14.807584,1.201074,3.718826,13.807402,1.201070
9.718497,14.807713,1.201120,3.718875,13.807522,1.201113
9.718547,14.807837,1.201161,3.718924,13.807647,1.201149
9.718596,14.807967,1.201200,3.718972,13.807775,1.201189
9.718644,14.808089,1.201239,3.719021,13.807899,1.201232
9.718693,14.808214,1.201283,3.719069,13.808027,1.201271
9.718742,14.808343,1.201325,3.719119,13.808149,1.201312
9.718790,14.808464,1.201372,3.719167,13.808276,1.201362
9.718840,14.808591,1.201413,3.719217,13.808399,1.201404
9.718888,14.808716,1.201451,3.719265,13.808530,1.201442
9.718937,14.808842,1.201500,3.719314,13.808654,1.201488
9.718985,14.808969,1.201539,3.719362,13.808784,1.201530
9.719035,14.809091,1.201585,3.719411,13.808905,1.201573
9.719082,14.809216,1.201620,3.719452,13.809019,1.201603
9.719130,14.809346,1.201666,3.719507,13.809157,1.201653
9.719180,14.809470,1.201714,3.719556,13.809281,1.201704
9.719227,14.809599,1.201759,3.719605,13.809417,1.201754
9.719275,14.809729,1.201804,3.719652,13.809545,1.201793
9.719324,14.809857,1.201849,3.719700,13.809666,1.201839
9.719372,14.809985,1.201894,3.719749,13.809794,1.201881
9.719420,14.810113,1.201941,3.719798,13.809922,1.201930
9.719469,14.810236,1.201986,3.719845,13.810052,1.201977
9.719518,14.810362,1.202028,3.719893,13.810174,1.202019
9.719565,14.810486,1.202074,3.719942,13.810298,1.202065
9.719615,14.810609,1.202122,3.719991,13.810419,1.202113
9.719664,14.810741,1.202164,3.720039,13.810549,1.202152
9.719712,14.810868,1.202207,3.720089,13.810678,1.202197
9.719762,14.810993,1.202258,3.720138,13.810802,1.202248
9.719809,14.811123,1.202301,3.720186,13.810937,1.202293
9.719859,14.811253,1.202344,3.720235,13.811064,1.202332
9.719907,14.811378,1.202388,3.720283,13.811187,1.202378
9.719957,14.811499,1.202435,3.720332,13.811310,1.202425
9.720007,14.811625,1.202476,3.720383,13.811435,1.202466
9.720053,14.811761,1.202520,3.720430,13.811569,1.202506
9.720103,14.811883,1.202556,3.720479,13.811694,1.202549
9.720151,14.812009,1.202602,3.720528,13.811820,1.202595
9.720201,14.812137,1.202652,3.720577,13.811950,1.202641
9.720249,14.812261,1.202698,3.720624,13.812072,1.202685
9.720297,14.812379,1.202734,3.720673,13.812191,1.202722
9.720345,14.812507,1.202780,3.720722,13.812321,1.202768
9.720395,14.812632,1.202827,3.720771,13.812454,1.202817
9.720444,14.812768,1.202869,3.720820,13.812578,1.202862
9.720493,14.812894,1.202912,3.720870,13.812706,1.202904
9.720536,14.813002,1.202953,3.720911,13.812817,1.202941
9.720583,14.813132,1.202998,3.720959,13.812943,1.202987
9.720631,14.813257,1.203046,3.721002,13.813053,1.203028
9.720681,14.813384,1.203088,3.721057,13.813193,1.203076
9.720728,14.813515,1.203129,3.721105,13.813322,1.203120
9.720776,14.813634,1.203174,3.721153,13.813447,1.203164
9.720826,14.813759,1.203217,3.721203,13.813569,1.203206
9.720874,14.813883,1.203256,3.721252,13.813694,1.203248
9.720924,14.814005,1.203299,3.721301,13.813822,1.203291
9.720973,14.814136,1.203344,3.721349,13.813947,1.203338
9.721020,14.814257,1.203388,3.721399,13.814074,1.203377
9.721070,14.814388,1.203439,3.721446,13.814199,1.203424
